Date,Close,High,Low,Open,Volume,RSI_month_end
2013-06-28,1069.2822265625,1077.4074714451938,1051.4066878205738,1056.28183475019,10126500.0,53.55190583912213
2013-07-31,994.530029296875,1001.0302255667892,979.904587689568,992.9049802293964,8963000.0,20.895539121816455
2013-08-30,963.6539916992188,996.1549694968317,958.7788450295768,991.2798228271896,7225000.0,35.45453427999948
2013-09-30,983.0346069335938,994.5033440144856,974.842651875814,983.0346069335938,5774500.0,44.28955695326647
2013-10-31,906.0299682617188,920.7754831158876,906.0299682617188,917.4987020371836,5632000.0,37.1134246297564
2013-11-29,969.9276123046876,971.5660035416888,956.8204824086782,961.7356561196816,6489000.0,53.260919740363846
2013-12-30,1005.9720458984376,1009.2488278069015,997.7800911272776,1007.6104368526696,4445500.0,63.999912579553886
2014-01-31,944.204833984375,955.83747157088,937.323570904951,955.018275966174,8165000.0,44.80180506798948
2014-02-28,943.3856811523438,952.23303408409,937.8152107874575,943.0579828957108,5129000.0,52.7919152249874
2014-03-31,975.0298461914062,977.8402271257088,967.5906559596806,977.0136504332949,6178500.0,60.91457165325569
2014-04-30,991.5618286132812,1008.424020946924,988.9168223611696,1004.7870616748802,5670500.0,62.76323338451985
2014-05-30,999.9929809570312,1006.9361476337156,997.1825987352432,1000.3235310650476,5817500.0,64.96376626071591
2014-06-30,1018.0120239257812,1018.5079498535612,1005.2827203101266,1015.0363674586072,4282500.0,55.65390478030442
2014-07-31,1087.7752685546875,1092.0734283437891,1079.67477406695,1084.4689607475304,6239500.0,88.52917494433444
2014-08-29,1067.2760009765625,1073.8886158547334,1063.804418525721,1070.0863824798842,3636500.0,69.9997011204467
2014-09-30,1193.1417236328125,1193.1417236328125,1180.9906073296174,1185.9842251195946,7901500.0,77.57738663613466
2014-10-31,1172.5013427734375,1188.8138050791808,1116.905698087409,1128.8903995186045,14376500.0,58.83578942393234
2014-11-28,1329.966552734375,1330.6324089183302,1307.8282061556215,1307.9946194039155,5606500.0,73.83866807082806
2014-12-30,1309.3267822265625,1332.796851068888,1309.3267822265625,1330.7993832702214,5117000.0,32.93832541318993
2015-01-30,1306.3304443359375,1339.6212308969727,1306.3304443359375,1331.6314624414078,7903500.0,54.076115115942294
2015-02-27,1365.42138671875,1367.585267203216,1357.4316194555051,1364.922045313935,7776500.0,70.29956608228152
2015-03-31,1314.8154296875,1339.9392914012735,1314.8154296875,1337.0918999611952,8027000.0,45.53453985659077
2015-04-30,1231.9066162109375,1257.86793851042,1196.0632013057584,1256.193014491099,19544500.0,29.07848968903906
2015-05-29,1272.6075439453125,1284.8344716701022,1266.0754000958198,1276.6274034136718,7888500.0,57.433076549530334
2015-06-30,1272.775146484375,1280.8147634998236,1259.8782076110117,1276.794903877461,7013500.0,63.05329077655585
2015-07-31,1242.29150390625,1244.3014337226764,1233.7493277437572,1235.5918060043468,4384500.0,55.53033557239669
2015-08-31,1117.6768798828125,1137.2735131472546,1104.27748650258,1130.2388111767807,6018000.0,26.01114509505267
2015-09-30,1033.4737548828125,1040.5720416958202,998.8274556594312,1015.0520228149212,8214500.0,49.310694567615506
2015-10-30,1222.5919189453125,1230.5351344944495,1198.592997757408,1209.7473750649556,7309000.0,63.55818608272785
2015-11-30,1176.7908935546875,1184.90317565,1171.3826711067247,1178.1429233783624,5143000.0,24.89615322369565
2015-12-30,1118.31494140625,1127.7792549225458,1116.9629113543906,1125.2441598928294,3165500.0,41.84476565680037
2016-01-29,1027.727294921875,1034.3185820491794,981.419629447578,1018.0940181018696,11676500.0,47.30157183311741
2016-02-29,957.5899047851562,990.3771768147404,957.0829063833144,990.2082117318884,15781000.0,43.76974989283969
2016-03-31,993.5546875,1009.5907061915116,992.872259417848,1003.4492699477678,7167000.0,42.94479954078333
2016-04-28,1058.211181640625,1112.460904872582,1055.4816764194252,1107.34300448987,11943000.0,62.35521257744003
2016-05-31,1103.419189453125,1104.1016177509864,1083.4593591659816,1083.4593591659816,13179000.0,66.11693750831407
2016-06-30,1017.0970458984376,1035.6920145768966,1016.92638680801,1025.285662645533,5722500.0,39.809738159068445
2016-07-29,1205.094970703125,1210.8951952598743,1170.2932068668351,1184.2821552372634,11973000.0,76.63764705111102
2016-08-31,1295.51123046875,1303.188081074078,1288.1754899244984,1296.5347688998802,6712000.0,66.43600672073163
2016-09-30,1204.6407470703125,1207.393383105069,1192.5977806571686,1201.8880060292222,5238000.0,41.00519143549815
2016-10-31,1371.349853515625,1377.8875483637155,1333.3285271942984,1376.5111252337963,9833500.0,71.79735205894443
2016-11-30,1455.4786376953125,1455.4786376953125,1434.3174444605854,1437.2421861286175,12985500.0,75.89245435454737
2016-12-30,1559.908203125,1568.5103216985287,1545.4566019189392,1555.2630380940282,5618000.0,46.568670927350986
2017-01-31,1676.8970947265625,1692.552909265426,1660.2089629064433,1674.1443536495487,10024500.0,60.825540489647985
2017-02-28,1634.918701171875,1659.8648460435056,1634.7467007959838,1652.1229390143787,9195000.0,44.620908777940805
2017-03-31,1669.4195556640625,1697.8086254316154,1669.4195556640625,1694.3465360218222,5865000.0,51.12178804597893
2017-04-28,1676.34375,1693.481029344349,1674.7857674893387,1690.7114000527124,5922000.0,58.95588844817748
2017-05-31,1719.2738037109375,1722.735893486572,1710.7916414987951,1710.964809380334,5102000.0,51.785738021797826
2017-06-30,1763.0692138671875,1776.0520504936028,1750.0863772407724,1775.1865280518418,5327500.0,61.874955375205275
2017-07-31,1750.0863037109375,1761.338094981087,1744.893169278561,1750.0863037109375,5751500.0,53.917087231615646
2017-08-31,1683.267822265625,1689.4995406043836,1677.9015205779256,1679.6325651892005,5495000.0,62.44888599778562
2017-09-29,1752.790283203125,1768.4713095936102,1749.305610671906,1766.7289733280006,6992000.0,63.3243442155358
2017-10-31,2075.122314453125,2075.9934825112496,2013.269382326269,2015.011718442518,11760000.0,92.50580999654125
2017-11-30,2049.858642578125,2088.190040909378,2035.048784131959,2048.987474434233,12941000.0,35.63944477541088
2017-12-29,1994.974853515625,2021.9810633230416,1991.49018128241,2017.625223031523,5213000.0,32.058954923707915
2018-01-31,2162.239013671875,2234.5459589316515,2159.6255096263408,2193.601062218284,12520500.0,60.08959029624869
2018-02-28,1981.90771484375,2004.5580887276783,1976.6807054859205,1994.1040700120193,7277500.0,39.460879432312346
2018-03-30,1930.646484375,1940.2953309575191,1917.488966307928,1938.540995215243,4410500.0,47.064519123356774
2018-04-30,1930.646484375,1930.646484375,1930.646484375,1930.646484375,0.0,54.63414617589047
2018-05-31,1910.471435546875,1922.751784535698,1903.4540932675477,1906.9627644072111,14495000.0,24.380069524913097
2018-06-29,1732.055908203125,1747.318652790323,1715.9159956175383,1747.318652790323,7449000.0,24.62929841459713
2018-07-31,1977.1368408203125,1988.540025793988,1949.0674624235733,1964.856487771739,6757000.0,79.99999143607954
2018-08-31,1828.8948974609375,1844.683918158442,1822.7547227452412,1841.1752468923296,7837500.0,45.582989520891836
2018-09-28,1783.547607421875,1789.7497103786327,1760.6883846902458,1768.3081977048505,9947500.0,60.985212039610445
2018-10-31,1677.934814453125,1709.122491090311,1669.9606815242432,1701.1483581614295,11613000.0,59.20859114049464
2018-11-30,1795.9517822265625,1803.9259144614116,1764.764108303811,1774.6874296002984,8656500.0,49.15982588668877
2018-12-31,1512.6043701171875,1512.6043701171875,1512.6043701171875,1512.6043701171875,0.0,34.09730044618807
2019-01-31,1626.01416015625,1670.66932338092,1619.2804699598846,1669.960576503251,11129000.0,68.40172990266345
2019-02-28,1642.848388671875,1663.7584218010234,1640.0131849371207,1663.7584218010234,6349000.0,50.94863726581789
2019-03-29,1662.3585205078125,1685.645870471823,1647.6695548174823,1670.7778150539862,6534500.0,63.8249879210695
2019-04-26,1868.362060546875,1872.8403972212443,1829.8483651472989,1850.4487138493976,6841500.0,63.95345243858858
2019-05-31,1620.62060546875,1648.5653844432798,1619.545738994715,1642.2957126818046,6531500.0,29.158965880475307
2019-06-28,1797.604248046875,1797.604248046875,1768.584606032156,1776.287322846496,9293500.0,78.06405314568356
2019-07-31,1998.23388671875,2008.086227711088,1984.798876274653,1988.381545726412,5619500.0,84.8571617708332
2019-08-30,1919.415283203125,1925.6849551501257,1914.0412786771249,1916.728280940125,4608000.0,50.38768821816614
2019-09-30,2090.2353515625,2121.87818776695,2080.2904601839587,2106.5088101819315,6160500.0,65.45811098542677
2019-10-31,2198.72509765625,2219.5189616554662,2196.012854525917,2217.710799568578,6107500.0,73.5022026431718
2019-11-29,2117.357421875,2140.8635247651578,2116.4533409946093,2137.247201243595,3496000.0,39.31035060731459
2019-12-30,2180.6435546875,2201.437419429545,2176.1231493087944,2200.5333383538036,3255000.0,57.86799942975578
2020-01-31,2299.078125,2308.1189355583956,2255.682234319701,2257.4903964313803,7016000.0,64.60355507408451
2020-02-28,2196.012451171875,2254.7777082019993,2177.9308336241447,2229.4634436351766,18013000.0,28.52504161164768
2020-03-31,1960.0196533203125,2002.0331221240097,1934.4462375267576,1997.4664407323037,8976500.0,46.16750691053261
2020-04-30,2194.747314453125,2248.6341607089444,2175.567250531562,2224.887414901295,11075500.0,59.290983626646366
2020-05-29,2305.2607421875,2345.447538010103,2297.0407157692403,2324.440803830106,7475000.0,61.363549378909724
2020-06-30,2300.6943359375,2339.0544638094234,2278.7742628678293,2292.4743085363734,7182500.0,46.65394705705272
2020-07-31,2242.24072265625,2360.0611109343176,2241.327386313009,2347.274402128946,7813000.0,46.21101962140978
2020-08-31,2353.66748046875,2404.8143096911986,2351.8408079965197,2380.1542313160894,4690500.0,54.258639168164116
2020-09-30,2519.641357421875,2582.241142699437,2516.8796021890416,2563.829441147213,5634000.0,50.26868201110758
2020-10-30,2557.385498046875,2648.523426163016,2557.385498046875,2648.523426163016,5811500.0,43.08186144958622
2020-11-30,3154.844970703125,3282.806292829689,3154.844970703125,3277.2827825220675,9486500.0,82.76971235664274
2020-12-30,3321.470947265625,3375.7854666360995,3309.503341302639,3372.1031263397963,5068000.0,67.47250800119602
2021-01-29,3346.326416015625,3466.9230488899157,3345.405831031852,3461.3995389872766,8779000.0,39.503087869709226
2021-02-26,3194.429931640625,3281.885506137991,3194.429931640625,3205.4769515771345,7592500.0,41.34740830737366
2021-03-31,3451.771240234375,3492.5767035794347,3441.56987439811,3483.3027346373756,6178500.0,65.51730573717866
2021-04-30,3422.0947265625,3531.5275660569105,3418.385138783028,3503.7056577108738,8346500.0,32.88044887603938
2021-05-31,3497.2138671875,3575.11521029112,3487.0125008286927,3547.2933020398273,4606500.0,61.86440804009189
2021-06-30,3446.206787109375,3513.906758976701,3446.206787109375,3488.8670433545394,3942500.0,50.655009451433656
2021-07-30,3292.259033203125,3347.9028478488117,3289.476842470841,3309.8795745075927,5403500.0,45.531200820390794
2021-08-31,3376.652099609375,3378.506893402074,3315.443904450293,3320.0808889320415,5469500.0,57.14287227675048
2021-09-30,3531.99072265625,3615.1513507822833,3514.2373301349617,3615.1513507822833,9784000.0,39.39213130997642
2021-10-29,3785.210205078125,3824.454546873553,3731.015637836819,3820.716990512084,6286500.0,64.56691239426507
2021-11-30,3550.678466796875,3651.592486379523,3542.2689651649875,3598.33230937757,9287500.0,34.18644564083972
2021-12-30,3722.606201171875,3740.359594199552,3697.377695290439,3707.655975464357,3044500.0,57.52510158605322
2022-01-31,3558.153564453125,3581.5132911105115,3488.074384480966,3548.80967379017,6209500.0,46.76054727788916
2022-02-28,3302.131103515625,3310.5406054770397,3245.1333679993677,3275.033819417732,5559000.0,27.80322185836522
2022-03-31,3558.265869140625,3586.6713976329665,3526.072936849305,3539.328850145731,5424000.0,69.91052987147839
2022-04-28,3405.822998046875,3420.972613829124,3344.277683931488,3364.16155464569,8387000.0,54.711261446247704
2022-05-31,3472.1025390625,3472.1025390625,3430.441095997665,3450.3249665513363,22942000.0,58.57888558253518
2022-06-30,2897.364013671875,2928.610096172258,2887.8955038232743,2897.364013671875,10576000.0,27.169528575064277
2022-07-29,3211.71875,3244.858536630307,3190.888026975236,3222.1341115123823,7804000.0,64.54009697873927
2022-08-31,3089.57470703125,3092.415259933822,3053.594370265333,3058.3286251029535,13482000.0,35.1020249225282
2022-09-30,2755.87109375,2818.373403971127,2727.9854476513433,2806.8345159303035,11141000.0,19.759427001496178
2022-10-31,2988.57177734375,3002.0338123768297,2965.494003001327,2995.30279486029,5805000.0,59.474665503088694
2022-11-30,3378.970947265625,3382.817243164618,3343.3927101999366,3350.123728023175,7454000.0,69.58459952256803
2022-12-30,3120.307373046875,3172.2323647709213,3120.307373046875,3158.7703298795022,4288000.0,34.939746399991606
2023-01-31,3668.404541015625,3725.1374028557098,3666.481393156639,3692.443889252949,10376000.0,82.9036662118108
2023-02-28,3682.828369140625,3697.251978941437,3670.327907313255,3692.444109007833,6424500.0,47.355162439219995
2023-03-31,4110.728515625,4133.806289747808,4047.264636787281,4066.4961152229534,9608400.0,62.23773616395695
2023-04-28,3714.560302734375,3743.407522274119,3651.096419746938,3685.7130831946306,17884000.0,42.097042522309316
2023-05-31,4131.88330078125,4197.2703299767645,4105.920803894796,4174.192554966583,13332600.0,74.34317280762303
2023-06-30,4584.7841796875,4595.361492182585,4535.743912664836,4563.6295546973315,5887000.0,59.5091540363067
2023-07-31,4499.20458984375,4534.782826608918,4429.0096902800415,4484.780980344358,8406600.0,55.744117797189375
2023-08-31,4479.97265625,4499.2041336324855,4392.4694341596905,4404.008320589182,6713100.0,54.61910585632667
2023-09-29,4223.34619140625,4239.87782512808,4179.585984495525,4231.125783745934,8599600.0,32.63579314878341
2023-10-31,4344.90234375,4376.993162313955,4294.334993285586,4355.599283271318,7128600.0,55.43593937228708
2023-11-30,5068.404296875,5073.266541979447,5015.892049746978,5016.864498767867,5896700.0,76.86063000204516
2023-12-29,5753.9814453125,5753.9814453125,5674.240617441007,5713.138582256369,5402900.0,91.47156544745722
2024-01-31,5713.13818359375,5713.13818359375,5593.5269501329785,5647.984097074468,7873600.0,61.31201789199767
2024-02-29,6211.0322265625,6237.288351522135,6128.374055393279,6170.189365514179,6843100.0,78.54948078145122
2024-03-29,6463.61328125,6480.267028716088,6370.548221880684,6465.572545657775,3865900.0,52.99125683631156
2024-04-30,6068.8212890625,6083.515771602603,5860.1596369930385,5907.181981121368,11503900.0,42.872118988630085
2024-05-31,5735.74609375,5743.583150752562,5633.864352716695,5671.090373478864,11936400.0,51.59572393027242
2024-06-28,6110.9453125,6152.089862536069,6076.658187469942,6112.904576787431,4966900.0,51.57480063874097
2024-07-31,6610.55810546875,6610.55810546875,6439.122469953481,6525.330103812588,6601900.0,50.947880033425754
2024-08-30,6291.19775390625,6336.2608334266,6255.930996020758,6336.2608334266,6700000.0,66.05813365685978
2024-09-30,5906.93115234375,5982.040198282871,5881.235952417209,5929.661521509536,8997400.0,58.241647120985796
2024-10-31,5687.53369140625,5697.4164606354525,5574.870122193337,5583.76461449962,5605000.0,23.422308485167918
2024-11-29,5488.89013671875,5491.85496754521,5428.605243247406,5446.3942282061635,3682400.0,35.038350729106114
2024-12-30,5233.91455078125,5295.187719615925,5226.996612364432,5272.457350532094,3436400.0,35.678382914488026
2025-01-31,4819.82666015625,4850.46324544738,4755.588658739363,4773.377643747116,7097300.0,30.514714118687777
2025-02-28,4439.34033203125,4559.910127335749,4433.410669967094,4544.097695164668,7930100.0,36.74912853459964
2025-03-31,4236.0,4280.0,4205.0,4275.0,7977200.0,34.240501937695925
2025-04-30,4330.0,4402.0,4286.0,4360.0,11636200.0,72.45308310991956
2025-05-30,4641.0,4660.0,4591.0,4610.0,6934800.0,60.92124814264488
2025-06-06,4525.0,4572.0,4502.0,4568.0,3993900.0,42.592592592592595
